18禁	18禁 🔞
摩洛哥	摩洛哥 🇲🇦
摩洛哥王国	摩洛哥王国 🇲🇦
摩纳哥	摩纳哥 🇲🇨
摩纳哥公国	摩纳哥公国 🇲🇨
摩羯	摩羯 ♑
摩羯座	摩羯座 ♑
摩艾	摩艾 🗿
摩艾石像	摩艾石像 🗿
撅嘴	撅嘴 🙎
撇嘴	撇嘴 🫤
撑伞	撑伞 ☂️ ☔
撒哈拉	撒哈拉 🇪🇭
撒谎	撒谎 🤥
播放	播放 ▶️
播放按钮	播放按钮 ▶️
播放暂停	播放暂停 ⏯️
操	操 凸(艹皿艹) 🖕
操你妈	操你妈 🤬
操控杆	操控杆 🕹️
擤鼻子	擤鼻子 🤧
擤鼻涕	擤鼻涕 🤧
攀山	攀山 🧗
攀岩	攀岩 🧗
攀爬的人	攀爬的人 🧗
收件	收件 📥
收件箱	收件箱 📥
收信	收信 📥
收到来信	收到来信 📨
收到邮件	收到邮件 📥 📨
收据	收据 🧾
收费	收费 🈶
收邮件	收邮件 📥 📩
收音机	收音机 📻
放声大哭	放声大哭 😭
放大镜	放大镜 🔍 🔎
放射	放射 ☢️
放射性	放射性 ☢️
放屁	放屁 ○|￣|_=3
放手	放手 🫳
放映机	放映机 📽️
放松	放松 😌
放风筝	放风筝 🪁
救命	救命 🆘
救我	救我 🆘
救护车	救护车 🚑
救救我	救救我 🆘
救火车	救火车 🚒
救生	救生 🛟 🦺
救生圈	救生圈 🛟
救生衣	救生衣 🦺
教堂	教堂 ⛪ 💒
教学楼	教学楼 🏫
教师	教师 🧑‍🏫
教皇	教皇 🃤
教科书	教科书 📗
敬礼	敬礼 (`ー´)7 ∠(°ゝ°） 🫡
数字	数字 🈔 🈩 🈪 🉁 🉂 🔢
数学	数学 ª ¬ µ × ∎ ∞ ⋮ ⋯ ⋰ ⋱ ⌠ ⌡ ⎮ ⨀ ⨦ ⨯ ⨸
数码	数码 ⌚ ⌨️ 💻 💽 💾 💿 📀 📱 📷 📹 🖥️ 🖨️ 🖱️ 🗔
敲鼓	敲鼓 🥁
文	文 ㉆
文书	文书 📄
文件	文件 📄
文件夹	文件夹 📁 📂 🗂️ 🗃️ 🗄️
文件柜	文件柜 🗄️
文莱	文莱 🇧🇳
文莱达鲁萨兰国	文莱达鲁萨兰国 🇧🇳
斐济	斐济 🇫🇯
斐济共和国	斐济共和国 🇫🇯
斑马	斑马 🦓
料	料 🈛
斜眼笑	斜眼笑 😆
斜面	斜面 ⌳
斧头	斧头 🪓
斧子	斧子 🪓
斩	斩 ˋ(°▽、°)(o(￣▽￣///(斩!!)
断链	断链 ⛓️‍💥
斯威士兰	斯威士兰 🇸🇿
斯威士兰王国	斯威士兰王国 🇸🇿
斯波克	斯波克 🖖
斯洛伐克	斯洛伐克 🇸🇰
斯洛伐克共和国	斯洛伐克共和国 🇸🇰
斯洛文尼亚	斯洛文尼亚 🇸🇮
斯洛文尼亚共和国	斯洛文尼亚共和国 🇸🇮
斯瓦尔巴	斯瓦尔巴 🇸🇯
斯瓦尔巴和扬马延	斯瓦尔巴和扬马延 🇸🇯
斯里兰卡	斯里兰卡 🇱🇰
斯里兰卡民主社会主义共和国	斯里兰卡民主社会主义共和国 🇱🇰
新	新 🆕 🈟
新人	新人 👰 🤵
新加坡	新加坡 🇸🇬
新加坡共和国	新加坡共和国 🇸🇬
新喀里多尼亚	新喀里多尼亚 🇳🇨
新娘	新娘 👰
新娘子	新娘子 👰
新干线	新干线 🚄 🚅
新建	新建 🆕
新手	新手 🔰
新手驾驶	新手驾驶 🔰
新月	新月 🌑 🌒 🌘 🌙 🌚
新疆瓜	新疆瓜 🍈
新的	新的 🆕
新西兰	新西兰 🇳🇿
新邮件	新邮件 📨
新郎	新郎 🤵
新闻	新闻 📰
方便袋	方便袋 🛍️
方向	方向 🧭
方块	方块 ▪️ ▫️ ◻️ ◼️ ◽ ◾ ☐ ⛶ ⬛ ⬜ 🃁 🃂 🃃 🃄 🃅 🃆 🃇 🃈 🃉 🃊 🃋 🃌 🃍 🃎 💠 🔲 🔳 🔶 🔷 🔸 🔹 🟥 🟦 🟧 🟨 🟩 🟪 🟫
方块10	方块10 🃊
方块2	方块2 🃂
方块3	方块3 🃃
方块4	方块4 🃄
方块5	方块5 🃅
方块6	方块6 🃆
方块7	方块7 🃇
方块8	方块8 🃈
方块9	方块9 🃉
方块A	方块A 🃁
方块J	方块J 🃋
方块K	方块K 🃎
方块Q	方块Q 🃍
方块骑士	方块骑士 🃌
方形	方形 ⛶ ⬛ ⬜
方形按钮	方形按钮 🔲 🔳
方板	方板 ♦️
方框	方框 ☐ ⛶ 🔲 🔳 🟥 🟦 🟧 🟨 🟩 🟪 🟫
方片	方片 ♢ ♦️
方程式赛车	方程式赛车 🏎️
施工	施工 🏗️ 🚧
施工中	施工中 🚧
施工符号	施工符号 🚧
旅店	旅店 🏨
旅行	旅行 ✈️ 🛧 🛨
旅馆	旅馆 🏨 🏩
旋转	旋转 🩦 🩧 🩨 🩩 🩪 🩫
旋转木马	旋转木马 🎠
旋转的心	旋转的心 💞
旋钮	旋钮 🎛️
旋风	旋风 🌀
旗	旗 ⚑ 🎌 🏁 🏳️ 🏳️‍⚧️ 🏳️‍🌈 🏴 🏴‍☠️ 🚩
旗子	旗子 ⚑ 🎌 🏁 🏳️ 🏳️‍⚧️ 🏳️‍🌈 🏴 🏴‍☠️ 🚩
旗帜	旗帜 ⚑ 🎌 🏁 🏳️ 🏳️‍⚧️ 🏳️‍🌈 🏴 🏴‍☠️ 🚩
旗杆上的三角旗	旗杆上的三角旗 🚩
旗杆上的旗帜	旗杆上的旗帜 🚩
无	无 🈚
无人岛	无人岛 🏝️
无人荒岛	无人荒岛 🏝️
无助	无助 😣 😩 😫
无叶树	无叶树 🪾
无奈	无奈 ¯\_(ツ)_/¯ ╮(╯▽╰)╭ ╮(￣▽￣")╭ ╮（╯＿╰）╭ 😮‍💨 🤷
无尾熊	无尾熊 🐨
无新信件	无新信件 📭
无穷	无穷 ∞ ♾️
无穷大	无穷大 ∞ ♾️
无线	无线 🛜
无线局域网	无线局域网 🛜
无线电	无线电 📻
无线网	无线网 🛜
无线网络	无线网络 🛜
无语	无语 (*￣(エ)￣) (눈_눈) 😅 😐 😑 😒 😓 😰 😶 🙃 🤐 🫢 🫥
无轨电车	无轨电车 🚎
无辜	无辜 （o´・ェ・｀o）
无限	无限 ∞ ♾️
日	日 ☀️ ㈰ ㊐
日元	日元 💴
日元钞票	日元钞票 💴
日出	日出 🌄 🌅
日历	日历 📅 📆 🗓️
日式城堡	日式城堡 🏯
日料	日料 🍘 🍙 🍣 🍥 🍱
日本	日本 ㋿ ㍻ ㍼ ㍽ ㍾ ㍿ 🇯🇵 🎌 🗾
日本人偶	日本人偶 🎎
日本人形	日本人形 🎎
日本剪影	日本剪影 🗾
日本国	日本国 🇯🇵
日本地图	日本地图 🗾
日本城堡	日本城堡 🏯
日本娃娃	日本娃娃 🎎
日本神社	日本神社 ⛩️
日本邮局	日本邮局 🏣
日落	日落 🌆 🌇
日记本	日记本 📒 📓 📔
日语	日语 ㋐ ㋑ ㋒ ㋓ ㋔ ㋕ ㋖ ㋗ ㋘ ㋙ ㋚ ㋛ ㋜ ㋝ ㋞ ㋟ ㋠ ㋡ ㋢ ㋣ ㋤ ㋥ ㋦ ㋧ ㋨ ㋩ ㋪ ㋫ ㋬ ㋭ ㋮ ㋯ ㋰ ㋱ ㋲ ㋳ ㋴ ㋵ ㋶ ㋷ ㋸ ㋹ ㋺ ㋻ ㌀ ㌁ ㌂ ㌃ ㌄ ㌅ ㌆ ㌇ ㌈ ㌉ ㌊ ㌋ ㌌ ㌍ ㌎ ㌏ ㌐ ㌑ ㌒ ㌓ ㌔ ㌕ ㌖ ㌗ ㌘ ㌙ ㌚ ㌛ ㌜ ㌝ ㌞ ㌟ ㌠ ㌡ ㌢ ㌣ ㌤ ㌥ ㌦ ㌧ ㌨ ㌩ ㌪ ㌫ ㌬ ㌭ ㌮ ㌯ ㌰ ㌱ ㌲ ㌳ ㌴ ㌵ ㌶ ㌷ ㌸ ㌹ ㌺ ㌻ ㌼ ㌽ ㌾ ㌿ ㍀ ㍁ ㍂ ㍃ ㍄ ㍅ ㍆ ㍇ ㍈ ㍉ ㍊ ㍋ ㍌ ㍍ ㍎ ㍏ ㍐ ㍑ ㍒ ㍓ ㍔ ㍕ ㍖ ㍗
旧钥匙	旧钥匙 🗝️
旭日	旭日 🌄 🌅
旭日东升	旭日东升 🌄 🌅
旱冰	旱冰 🛼
旱冰鞋	旱冰鞋 🛼
时间	时间 ⌚
旺柴	旺柴 🐶
旺财	旺财 🐶
昆虫	昆虫 🪲
明治	明治 ㍾
明白	明白 (oﾟvﾟ)ノ
昏昏沉沉	昏昏沉沉 🥴
星	星 *️⃣ ⁑ ★ ☆ ⛤ ⛥ ⛦ ⛧ ✡️ ✢ ✣ ✤ ✥ ✦ ✧ ✩ ✪ ✫ ✬ ✭ ✮ ✯ ✰ ✱ ✲ ✳️ ✴️ ✵ ✶ ✷ ✸ ✹ ✺ ✻ ✼ ✽ ✾ ✿ ❀ ❁ ❂ ❃ ❄️ ❅ ❆ ❇️ ❈ ❉ ❊ ❋
星号	星号 *️⃣
星号键	星号键 *️⃣
星座	星座 ♈ ♉ ♊ ♋ ♌ ♍ ♎ ♏ ♐ ♑ ♒ ♓ ⚿
星星	星星 ✨ ⭐ 🃰 🌟 🌠 🤩
星星眼	星星眼 🤩
星月	星月 ☪️
星条旗	星条旗 🇺🇸
星球	星球 🪐
星空	星空 🌌
星象	星象 ⚿
星钻	星钻 💍
星际迷航	星际迷航 🖖
映	映 🈙
春	春 🀦
昭和	昭和 ㍼
显微镜	显微镜 🔬
显示器	显示器 🖥️ 🗔
显示屏	显示屏 🖥️ 🗔
晃脑	晃脑 🫨
晕	晕 (((φ(◎ロ◎;)φ))) 💫 😇 😲 😵 😵‍💫 😶‍🌫️ 🥴
晕了	晕了 😵 😵‍💫
晕头	晕头 😵 😵‍💫
晕头转向	晕头转向 😵 😵‍💫
晚上	晚上 🌃
晚安	晚安 💤 😪 😴 🛌
晴	晴 🌣
晴偶有云	晴偶有云 🌣 🌤️
晴天	晴天 ☀️
晴转雨	晴转雨 🌦️
智利	智利 🇨🇱
智利共和国	智利共和国 🇨🇱
智能手机	智能手机 📱
智障	智障 (◐‿◑)
暂停	暂停 ⏯️ ⏸️
暂停按钮	暂停按钮 ⏸️
暮色	暮色 🌆
暴涨	暴涨 📈
暴跌	暴跌 📉
暴风	暴风 🌀
暴龙	暴龙 🦖
暹罗	暹罗 🇹🇭
曲别针	曲别针 📎 🖇️ 🧷
曲奇	曲奇 🍪
曲奇饼干	曲奇饼干 🍪
曲棍球	曲棍球 🏑 🏒 🥍
最右	最右 →_→
最左	最左 ←_←
月	月 ☽ ☾ ㈪ ㊊ 🈷️ 🌑 🌒 🌓 🌔 🌕 🌖 🌗 🌘 🌙 🌚 🌛 🌜 🌝
月亮	月亮 ☽ ☾ 🃱 🌑 🌒 🌓 🌔 🌕 🌖 🌗 🌘 🌙 🌚 🌛 🌜 🌝
月团	月团 🥮
月总量	月总量 🈷️
月牙	月牙 🌙
月球	月球 ☽ ☾ 🌑 🌒 🌓 🌔 🌕 🌖 🌗 🌘 🌙 🌚 🌛 🌜 🌝
月食	月食 🌑 🌒 🌘
月饼	月饼 🥮
有	有 ㈲ ㊒ 🈶
有料	有料 🈶
有新信件	有新信件 📬
有环行星	有环行星 🪐
有眼袋	有眼袋 🫩
有空位	有空位 🈳
有轨电车	有轨电车 🚋
有雾	有雾 🌁
朋克	朋克 🧑‍🎤
服了	服了 🤦
服了你了	服了你了 🤦
服务员	服务员 💁
服务犬	服务犬 🐕‍🦺 🦮
服务生	服务生 💁
服务费	服务费 🈂️
服务铃	服务铃 🛎️
朔月	朔月 🌑 🌚
望远镜	望远镜 🔭
朝上	朝上 🫴
朝下	朝下 🫳
朝右	朝右 🫱
朝左	朝左 🫲
朝鲜	朝鲜 🇰🇵
期待	期待 (☆▽☆)
木	木 ㈭ ㊍ 🪵
木头	木头 🪵
木工锯	木工锯 🪚
木材	木材 🪵
木槿	木槿 🌺
木槿花	木槿花 🌺
未成年	未成年 🔞
未成年不宜	未成年不宜 🔞
末位月亮	末位月亮 ☾
本	本 ㌿ 🉀
本科生	本科生 🧑‍🎓
朱古力	朱古力 🍫
朱古力棒	朱古力棒 🍫
机器人	机器人 🤖 🦾 🦿
机械手臂	机械手臂 🦾
机械腿	机械腿 🦿
机械臂	机械臂 🦾
机长	机长 🧑‍✈️
杂技	杂技 🤹
杂耍	杂耍 🤹
条	条 🀐 🀑 🀒 🀓 🀔 🀕 🀖 🀗 🀘
条形图	条形图 📊
来一根	来一根 🚬
来一根儿	来一根儿 🚬
来信	来信 📨
来电	来电 📲
杯子	杯子 🍵 🍷 🥛 🫗
松了一口气	松了一口气 😌
松了口气	松了口气 😌
松口气	松口气 😌
松树	松树 🌲 🎄 🎍
松鼠	松鼠 🐿️
板儿砖	板儿砖 🧱
板儿鞋	板儿鞋 👟
板球	板球 🏏
板球拍	板球拍 🏏
板砖	板砖 🧱
板车	板车 🛴 🛵
板鞋	板鞋 👟
极度痛苦	极度痛苦 😧
果冻	果冻 🍮
果汁	果汁 🧃
果汁盒	果汁盒 🧃
果饮	果饮 🍹
枪	枪 (╬ﾟдﾟ)▄︻┻┳═一 ▄︻┻┳═一…… ▄︻┻┳═一……☆（>○<） ▄︻┻┳═一∵∴∷∶∵(∵_,∵)>>>> 🔫
枫叶	枫叶 🍁
枫树叶	枫树叶 🍁
枯萎	枯萎 🥀
柑橘	柑橘 🍊
柔道	柔道 🥋
柔道服	柔道服 🥋
柠檬	柠檬 🍋
查找	查找 🔍 🔎
柬埔寨	柬埔寨 🇰🇭
柬埔寨王国	柬埔寨王国 🇰🇭
柱形图	柱形图 📊
柱状图	柱状图 📊
柿子	柿子 🍅
标准	标准 ⦵
标志	标志 ¢ £ ¥ ௹ ฿ ៛ ☏ ☠️ ☢️ ☣️ ♩ ♪ ♬ ♭ ♮ ♯ ♲ ♳ ♴ ♵ ♶ ♷ ♸ ♹ ♺ ♻️ ♼ ♽ ♾️ ✆ 〠 〶 ㋿ ㍻ ㍼ ㍽ ㍾ ㍿
标签	标签 🏷️ 📑
标签页	标签页 📑
标语	标语 🪧
标语牌	标语牌 🪧
树	树 🌱 🌲 🌳 🌴 🎄 🎍 🪾
树叶	树叶 🍃
树懒	树懒 🦥
树木	树木 🌳
树苗	树苗 🌱
树袋熊	树袋熊 🐨
栗子	栗子 🌰
株	株 ㈱ ㊑
株式会社	株式会社 ㍿
根菜	根菜 🫜
根西岛	根西岛 🇬🇬
格子旗	格子旗 🏁
格子饼	格子饼 🧇
格尺	格尺 📏
格斗	格斗 🤼
格林纳达	格林纳达 🇬🇩
格陵兰	格陵兰 🇬🇱
格鲁吉亚	格鲁吉亚 🇬🇪
桃	桃 🍑
桃子	桃子 🍑
框画	框画 🖼️
桑拿	桑拿 🧖
桥	桥 🌉
桶	桶 ㌭ 🗑️ 🛢️ 🪣
梁龙	梁龙 🦕
梅	梅 🀢
梅利利亚	梅利利亚 🇪🇦
梅花	梅花 ♣️ ♧ 🀢 🃑 🃒 🃓 🃔 🃕 🃖 🃗 🃘 🃙 🃚 🃛 🃜 🃝 🃞 🃟
梅花10	梅花10 🃚
梅花2	梅花2 🃒
梅花3	梅花3 🃓
梅花4	梅花4 🃔
梅花5	梅花5 🃕
梅花6	梅花6 🃖
梅花7	梅花7 🃗
梅花8	梅花8 🃘
梅花9	梅花9 🃙
梅花A	梅花A 🃑
梅花J	梅花J 🃛
梅花K	梅花K 🃞
梅花Q	梅花Q 🃝
梅花骑士	梅花骑士 🃜
梨	梨 🍐
梨子	梨子 🍐
梯	梯 🪜
梯子	梯子 🪜
梯形	梯形 ⏢
梳子	梳子 🪮
梵蒂冈	梵蒂冈 🇻🇦
梵蒂冈城国	梵蒂冈城国 🇻🇦
检查护照	检查护照 🛂
棒	棒 (๑•̀ㅂ•́)و✧ o(￣▽￣)ｄ ㄟ(≧◇≦)ㄏ 👍
棒啊	棒啊 👍
棒棒	棒棒 👍
棒棒哒	棒棒哒 👍
棒棒的	棒棒的 👍
棒棒糖	棒棒糖 🍭
棒球	棒球 ⚾
棒球帽	棒球帽 🧢
棕心	棕心 🤎
棕榈	棕榈 🌴
棕榈树	棕榈树 🌴
棕色	棕色 🟤 🟫
棕色圆	棕色圆 🟤
棕色心	棕色心 🤎
棕色方	棕色方 🟫
棕色方块	棕色方块 🟫
棕色的心	棕色的心 🤎
棺材	棺材 ⚰️ ⚱️
椅子	椅子 💺 🪑
椒盐卷饼	椒盐卷饼 🥨
椰子	椰子 🥥
椰子果	椰子果 🥥
榛子	榛子 🌰
樱桃	樱桃 🍒
樱花	樱花 ⚘ 🌸
橄榄	橄榄 🫒
橄榄球	橄榄球 🏈 🏉
橘子	橘子 🍊
橘心	橘心 🧡
橘猫	橘猫 🐈
橘色	橘色 🟠 🟧
橘色书本	橘色书本 📙
橘色心	橘色心 🧡
橘色的书	橘色的书 📙
橘色的心	橘色的心 🧡
橘色菱形	橘色菱形 🔶
橘黄色	橘黄色 🟠 🟧
橘黄色菱形	橘黄色菱形 🔶
橙子	橙子 🍋‍🟩
橙心	橙心 🧡
橙色	橙色 🟠 🟧
橙色书本	橙色书本 📙
橙色圆	橙色圆 🟠
橙色心	橙色心 🧡
橙色方块	橙色方块 🟧
橙色的书	橙色的书 📙
橙色的心	橙色的心 🧡
橙色菱形	橙色菱形 🔶 🔸
欢庆	欢庆 🍾
欢迎	欢迎 (＾∀＾)／欢迎＼(＾∀＾)
欣慰	欣慰 (╯▽╰) 🥲
欧元	欧元 💶
欧元钞票	欧元钞票 💶
欧姆	欧姆 ㌊
欧式城堡	欧式城堡 🏰
欧洲	欧洲 🌍
欧洲城堡	欧洲城堡 🏰
欧洲联盟	欧洲联盟 🇪🇺
欧洲邮局	欧洲邮局 🏤
欧洲非洲	欧洲非洲 🌍
欧盟	欧盟 🇪🇺
歌手	歌手 🧑‍🎤
歌记号	歌记号 〽️
正	正 ㊣
正三角	正三角 🔺 🛆
正中靶心的飞镖	正中靶心的飞镖 🎯
正义	正义 🃪
正方形	正方形 ▪️ ▫️ ◻️ ◼️ ◽ ◾ ☐ ⛶ ⬛ ⬜ 🔲 🔳 🟥 🟦 🟧 🟨 🟩 🟪 🟫
正确	正确 ☑️ ✅ ✓ ✔️ ⭕ 🗸 🗹
武术服	武术服 🥋
歪嘴	歪嘴 😏
死亡	死亡 ☠️ 💀 🕱
死库水	死库水 🩱
死神	死神 🃬
残月	残月 🌒 🌘
残疾人	残疾人 🦽
段	段 ¶ ⁋
段落	段落 ¶ ⁋
母乳	母乳 🤱
母乳喂养	母乳喂养 🤱
母亲	母亲 👩
母女	母女 👩‍👧 👩‍👧‍👧
母子	母子 👩‍👦 👩‍👦‍👦
母羊	母羊 🐑
母鸡	母鸡 🐓
比	比 🆚
比中指	比中指 🖕
比利时	比利时 🇧🇪
比利时王国	比利时王国 🇧🇪
比基尼	比基尼 👙
比心	比心 (´▽`ʃ♡ƪ) 🫰 🫶
比心手势	比心手势 🫰 🫶
比索	比索 ㌷
比萨	比萨 🍕
比萨饼	比萨饼 🍕
比赛	比赛 🆚
毕业	毕业 🧑‍🎓
毕业帽	毕业帽 🎓
毛怪	毛怪 🫈
毛毛虫	毛毛虫 🐛
毛线	毛线 🧶
毛线球	毛线球 🧶
毛虫	毛虫 🐛
毛象	毛象 🦣
毛里塔尼亚	毛里塔尼亚 🇲🇷
毛里塔尼亚伊斯兰共和国	毛里塔尼亚伊斯兰共和国 🇲🇷
毛里求斯	毛里求斯 🇲🇺
毛里求斯共和国	毛里求斯共和国 🇲🇺
毫	毫 ㍉
毫巴	毫巴 ㍊
气人	气人 😠 😡
气旋	气旋 🌀
气泡	气泡 🫧
气炸	气炸 🤯
气球	气球 🎈
水	水 ☵ ㈬ ㊌ 🌢 💧 🚰
水拔子	水拔子 🪠
水星	水星 ☿
水晶球	水晶球 🔮
水果刀	水果刀 🔪
水果蛋糕	水果蛋糕 🍰
水果饮料	水果饮料 🍹
水枪	水枪 🔫
水桶	水桶 🪣
水母	水母 🪼
水滴	水滴 🌢 💦 💧
水牛	水牛 🐃
水獭	水獭 🦦
水珠	水珠 🌢 💦 💧
水球	水球 🤽
水瓶	水瓶 ♒
水瓶座	水瓶座 ♒
水稻	水稻 🌾
水管工	水管工 🧑‍🔧
水饺	水饺 🥟
水龙头	水龙头 🚰
求	求 (っ´Ι`)っ 🥹 🥺
求你了	求你了 🙏 🥺
求婚戒	求婚戒 💍
求救	求救 🆘
求救信号	求救信号 🆘
求救讯号	求救讯号 🆘
求求你	求求你 🙏 🥺
求求你了	求求你了 🙏 🥺
汇率	汇率 💱
汉堡	汉堡 🍔
汉堡包	汉堡包 🍔
汗	汗 (\"▔□▔) (lll￢ω￢) (￢д￢。) |(*′口`) Σ(°△°|||)︴ 💦 😅 😓 😰
汗水	汗水 💦
汗滴	汗滴 🌢 💦 💧
汗衫	汗衫 👕
汤	汤 🥣
汤加	汤加 🇹🇴
汤加王国	汤加王国 🇹🇴
汤勺	汤勺 🥄
汤匙	汤匙 🥄
汤圆	汤圆 ⚪
汤碗	汤碗 🥣
汽车	汽车 ⛟ 🏎️ 🚌 🚍 🚎 🚐 🚑 🚒 🚓 🚔 🚕 🚖 🚗 🚘 🚙 🚚 🚛
汽车尾气	汽车尾气 💨
沉思	沉思 😔
沉默	沉默 😶
沐浴露	沐浴露 🧴
沙发	沙发 🛋️
沙发和灯	沙发和灯 🛋️
沙拉	沙拉 🥗
沙滩伞	沙滩伞 ⛱️ 🏖️
沙滩凉鞋	沙滩凉鞋 🩴
沙漏	沙漏 ⌛ ⏳
沙漠	沙漠 🏜️
沙特	沙特 🇸🇦
沙特阿拉伯	沙特阿拉伯 🇸🇦
沙特阿拉伯王国	沙特阿拉伯王国 🇸🇦
沙球	沙球 🪇
沙锤	沙锤 🪇
没嘴	没嘴 😶
没有	没有 🈚
没有嘴	没有嘴 😶
没有嘴巴	没有嘴巴 😶
没有空位	没有空位 🈵
没脸	没脸 🤦
没问题	没问题 (〃･ิ‿･ิ)ゞ 👌
河狸	河狸 🦫
河豚	河豚 🐡
河马	河马 🦛
油桶	油桶 🛢️
油泵	油泵 ⛽
油灯	油灯 🪔
油炸面圈	油炸面圈 🍩
油炸鹰嘴豆饼	油炸鹰嘴豆饼 🧆
油酥点心	油酥点心 🥧
治愈的心	治愈的心 ❤️‍🩹
泊车	泊车 🅿️
法兰西	法兰西 🇫🇷
法兰西共和国	法兰西共和国 🇫🇷
法国	法国 🇫🇷
法国南部	法国南部 🇹🇫
法官	法官 🧑‍⚖️
法属南部领地	法属南部领地 🇹🇫
法属圣马丁	法属圣马丁 🇲🇫
法属圭亚那	法属圭亚那 🇬🇫
法属波利尼西亚	法属波利尼西亚 🇵🇫
法师	法师 🧙
法式长棍面包	法式长棍面包 🥖
法拉	法拉 ㌲
法拉费	法拉费 🧆
法杖	法杖 ☤ 🪄
法棍面包	法棍面包 🥖
法罗群岛	法罗群岛 🇫🇴
法蒂玛	法蒂玛 🪬
法蒂玛之手	法蒂玛之手 🪬
法轮	法轮 ☸️
法郎	法郎 ㌵
泛舟	泛舟 🚣
泡	泡 🫧
泡泡	泡泡 🫧
泡澡	泡澡 🛀
泡澡的人	泡澡的人 🛀
泡茶	泡茶 🍵
波兰	波兰 🇵🇱
波兰共和国	波兰共和国 🇵🇱
波多黎各	波多黎各 🇵🇷
波斯	波斯 ☫
波斯尼亚	波斯尼亚 🇧🇦
波斯尼亚和黑塞哥维那	波斯尼亚和黑塞哥维那 🇧🇦
波斯符号	波斯符号 ☫
波斯菊	波斯菊 🌼
波斯语	波斯语 ☫
波浪	波浪 🌊
波浪线	波浪线 〰️
波霸奶茶	波霸奶茶 🧋
波黑	波黑 🇧🇦
注	注 ㊟
注册	注册 ®️
注册商标	注册商标 ®️
注册标记	注册标记 ®️
注射器	注射器 💉
注意	注意 ☢️ ☣️ ⚠️ 🚸
注意儿童	注意儿童 🚸
注视	注视 👀
泪	泪 😢 😭 😿 🥲 🥹
泰国	泰国 🇹🇭
泰王国	泰王国 🇹🇭
泰迪	泰迪 🧸
泰迪熊	泰迪熊 🧸
泳圈	泳圈 🛟
泳衣	泳衣 🩱
泳装	泳装 👙 🩱
泳镜	泳镜 🥽
泼溅	泼溅 🫟
泽西	泽西 🇯🇪
泽西岛	泽西岛 🇯🇪
洋芋	洋芋 🥔
洋葱	洋葱 🧅
洋蒜	洋蒜 🧅
洗发水	洗发水 🧴
洗发露	洗发露 🧴
洗手间	洗手间 🚻
洗洁精	洗洁精 🧴
洗澡	洗澡 🚿 🛀
洗澡的人	洗澡的人 🛀
洞	洞 🕳️
津巴布韦	津巴布韦 🇿🇼
津巴布韦共和国	津巴布韦共和国 🇿🇼
津津有味	津津有味 😋
洪都拉斯	洪都拉斯 🇭🇳
洪都拉斯共和国	洪都拉斯共和国 🇭🇳
活塞	活塞 🪠
派	派 🥧
派对	派对 🎉 🎊 🥳
派对礼宾花	派对礼宾花 🎉
派对脸	派对脸 🥳
流口水	流口水 🤤
流星	流星 🌠
流汗	流汗 😅 😓
流泪	流泪 😢 😭 😿 🥲 🥹
流眼泪	流眼泪 😢 😭
流通	流通 💱
浅蓝色的心	浅蓝色的心 🩵
浣熊	浣熊 🦝
浪	浪 🌊
浪花	浪花 🌊
浴缸	浴缸 🛁
浴衣	浴衣 👘
海	海 ⛱️ 🌊 🏖️ 🐚 👙
海关	海关 🛃
海关检查	海关检查 🛃
海地	海地 🇭🇹
海地共和国	海地共和国 🇭🇹
海报	海报 🪧
海滩	海滩 🏖️
海狮	海狮 🦭
海狸	海狸 🦫
海獭	海獭 🦦
海王	海王 🧜
海王星	海王星 ♆
海盗	海盗 🏴‍☠️
海盗旗	海盗旗 🏴‍☠️
海绵	海绵 🧽
海蜇	海蜇 🪼
海螺	海螺 🐚
海豚	海豚 🐬
海豹	海豹 🦭
海贼	海贼 🏴‍☠️
海贼旗	海贼旗 🏴‍☠️
海边	海边 ⛱️ 🌊 🏖️ 🐚 👙
海运	海运 🚢
海里	海里 ㌋
海龟	海龟 🐢
涂指甲油	涂指甲油 💅
消失	消失 🫠 🫥
消防	消防 🧑‍🚒
消防员	消防员 🧑‍🚒
消防车	消防车 🚒
淋浴	淋浴 🚿
淡定	淡定 ━━(￣ー￣*|||━━
淡蓝心	淡蓝心 🩵
淡蓝色心	淡蓝色心 🩵
淡蓝色的心	淡蓝色的心 🩵
深夜	深夜 🌃
深思	深思 🤔
深潜	深潜 🤿
清洗	清洗 🧴 🧽
清理	清理 🆑
清真	清真 🕌
清真寺	清真寺 🕌
清酒	清酒 🍶
清除	清除 🆑
渔竿	渔竿 🎣
渡渡鸟	渡渡鸟 🦤
渡船	渡船 ⛴️
渡轮	渡轮 ⛴️
温度	温度 °
温度计	温度计 🌡️
温泉	温泉 ♨️
渴望	渴望 ❤️‍🔥
游	游 🈫
游乐园	游乐园 🎠 🎡 🎢 🏟️
游戏	游戏 ♟️ 🎟️ 🎤 🎧 🎪 🎫 🎮 🎯 🎰 🎲 🎳 🕹️ 🖲️ 🪀 🪅
游戏手柄	游戏手柄 🎮
游戏摇杆	游戏摇杆 🕹️
游戏操控杆	游戏操控杆 🕹️
游泳	游泳 🏊
游泳圈	游泳圈 🛟
游泳者	游泳者 🏊
游泳运动员	游泳运动员 🏊
游泳镜	游泳镜 🥽
湖	湖 ☱
溜冰	溜冰 ⛸️
溜冰鞋	溜冰鞋 ⛸️
溜溜球	溜溜球 🪀
溜石	溜石 🥌
溶解	溶解 🫠
